Grade,Subject,Topic,Difficulty,Question,A,B,C,D,Correct Answer
4,Science,Biology,Intermediate,Q145: What is the main role of DNA in cells?,Producing light,Making weather,Storing genetic instructions,Breaking down rocks,Storing genetic instructions
4,Science,Chemistry,Intermediate,Q146: A solution has pH 10. How is it best classified?,Basic,Acidic,Neutral,Saltwater,Basic
4,Science,Earth Science,Intermediate,Q147: What causes seasons on Earth?,Solar eclipses,Moon phases,Earth's axial tilt,Earth's distance from the Sun,Earth's axial tilt
4,Science,Physics,Intermediate,Q148: An object of mass 23 kg accelerates at 4 m/s². What net force acts on it?,69 N,92 N,368 N,115 N,92 N
4,Science,Biology,Intermediate,Q149: What is the main role of DNA in cells?,Producing light,Making weather,Breaking down rocks,Storing genetic instructions,Storing genetic instructions
4,Science,Chemistry,Intermediate,Q150: A solution has pH 14. How is it best classified?,Basic,Neutral,Acidic,Saltwater,Basic
4,Science,Earth Science,Intermediate,Q151: What causes seasons on Earth?,Solar eclipses,Earth's distance from the Sun,Moon phases,Earth's axial tilt,Earth's axial tilt
4,Science,Physics,Intermediate,Q152: An object of mass 2 kg accelerates at 8 m/s². What net force acts on it?,14 N,18 N,16 N,128 N,16 N
4,Science,Biology,Intermediate,Q153: What is the main role of DNA in cells?,Storing genetic instructions,Making weather,Producing light,Breaking down rocks,Storing genetic instructions
4,Science,Chemistry,Intermediate,Q154: A solution has pH 3. How is it best classified?,Acidic,Neutral,Basic,Saltwater,Acidic
4,Science,Earth Science,Intermediate,Q155: What causes seasons on Earth?,Earth's distance from the Sun,Earth's axial tilt,Moon phases,Solar eclipses,Earth's axial tilt
4,Science,Physics,Intermediate,Q156: An object of mass 6 kg accelerates at 12 m/s². What net force acts on it?,864 N,78 N,72 N,66 N,72 N
4,Science,Biology,Intermediate,Q157: What is the main role of DNA in cells?,Making weather,Storing genetic instructions,Breaking down rocks,Producing light,Storing genetic instructions
4,Science,Chemistry,Intermediate,Q158: A solution has pH 7. How is it best classified?,Acidic,Neutral,Saltwater,Basic,Neutral
4,Science,Earth Science,Intermediate,Q159: What causes seasons on Earth?,Earth's distance from the Sun,Solar eclipses,Earth's axial tilt,Moon phases,Earth's axial tilt
4,Science,Physics,Intermediate,Q160: An object of mass 10 kg accelerates at 4 m/s². What net force acts on it?,40 N,50 N,160 N,30 N,40 N
4,Science,Biology,Intermediate,Q161: What is the main role of DNA in cells?,Producing light,Breaking down rocks,Making weather,Storing genetic instructions,Storing genetic instructions
4,Science,Chemistry,Intermediate,Q162: A solution has pH 11. How is it best classified?,Basic,Neutral,Acidic,Saltwater,Basic
4,Science,Earth Science,Intermediate,Q163: What causes seasons on Earth?,Solar eclipses,Earth's axial tilt,Moon phases,Earth's distance from the Sun,Earth's axial tilt
4,Science,Physics,Intermediate,Q164: An object of mass 14 kg accelerates at 8 m/s². What net force acts on it?,896 N,112 N,126 N,98 N,112 N
4,Science,Biology,Intermediate,Q165: What is the main role of DNA in cells?,Storing genetic instructions,Producing light,Making weather,Breaking down rocks,Storing genetic instructions
4,Science,Chemistry,Intermediate,Q166: A solution has pH 0. How is it best classified?,Basic,Acidic,Neutral,Saltwater,Acidic
4,Science,Earth Science,Intermediate,Q167: What causes seasons on Earth?,Moon phases,Earth's axial tilt,Solar eclipses,Earth's distance from the Sun,Earth's axial tilt
4,Science,Physics,Intermediate,Q168: An object of mass 18 kg accelerates at 12 m/s². What net force acts on it?,216 N,198 N,234 N,2592 N,216 N
4,Science,Biology,Intermediate,Q169: What is the main role of DNA in cells?,Producing light,Breaking down rocks,Making weather,Storing genetic instructions,Storing genetic instructions
4,Science,Chemistry,Intermediate,Q170: A solution has pH 4. How is it best classified?,Acidic,Neutral,Basic,Saltwater,Acidic
4,Science,Earth Science,Intermediate,Q171: What causes seasons on Earth?,Moon phases,Earth's axial tilt,Earth's distance from the Sun,Solar eclipses,Earth's axial tilt
4,Science,Physics,Intermediate,Q172: An object of mass 22 kg accelerates at 4 m/s². What net force acts on it?,66 N,352 N,88 N,110 N,88 N
4,Science,Biology,Intermediate,Q173: What is the main role of DNA in cells?,Making weather,Producing light,Breaking down rocks,Storing genetic instructions,Storing genetic instructions
4,Science,Chemistry,Intermediate,Q174: A solution has pH 8. How is it best classified?,Saltwater,Acidic,Neutral,Basic,Basic
4,Science,Earth Science,Intermediate,Q175: What causes seasons on Earth?,Earth's axial tilt,Earth's distance from the Sun,Solar eclipses,Moon phases,Earth's axial tilt
4,Science,Physics,Intermediate,Q176: An object of mass 1 kg accelerates at 8 m/s². What net force acts on it?,9 N,64 N,7 N,8 N,8 N
4,Science,Biology,Intermediate,Q177: What is the main role of DNA in cells?,Storing genetic instructions,Breaking down rocks,Producing light,Making weather,Storing genetic instructions
4,Science,Chemistry,Intermediate,Q178: A solution has pH 12. How is it best classified?,Basic,Neutral,Saltwater,Acidic,Basic
4,Science,Earth Science,Intermediate,Q179: What causes seasons on Earth?,Moon phases,Solar eclipses,Earth's distance from the Sun,Earth's axial tilt,Earth's axial tilt
4,Science,Physics,Intermediate,Q180: An object of mass 5 kg accelerates at 12 m/s². What net force acts on it?,55 N,60 N,720 N,65 N,60 N
4,Science,Biology,Intermediate,Q181: What is the main role of DNA in cells?,Making weather,Breaking down rocks,Storing genetic instructions,Producing light,Storing genetic instructions
4,Science,Chemistry,Intermediate,Q182: A solution has pH 1. How is it best classified?,Neutral,Acidic,Saltwater,Basic,Acidic
4,Science,Earth Science,Intermediate,Q183: What causes seasons on Earth?,Solar eclipses,Earth's axial tilt,Moon phases,Earth's distance from the Sun,Earth's axial tilt
4,Science,Physics,Intermediate,Q184: An object of mass 9 kg accelerates at 4 m/s². What net force acts on it?,144 N,45 N,36 N,27 N,36 N
4,Science,Biology,Intermediate,Q185: What is the main role of DNA in cells?,Storing genetic instructions,Producing light,Breaking down rocks,Making weather,Storing genetic instructions
4,Science,Chemistry,Intermediate,Q186: A solution has pH 5. How is it best classified?,Neutral,Basic,Acidic,Saltwater,Acidic
4,Science,Earth Science,Intermediate,Q187: What causes seasons on Earth?,Earth's distance from the Sun,Earth's axial tilt,Moon phases,Solar eclipses,Earth's axial tilt
4,Science,Physics,Intermediate,Q188: An object of mass 13 kg accelerates at 8 m/s². What net force acts on it?,832 N,104 N,117 N,91 N,104 N
4,Science,Biology,Intermediate,Q189: What is the main role of DNA in cells?,Storing genetic instructions,Producing light,Making weather,Breaking down rocks,Storing genetic instructions
4,Science,Chemistry,Intermediate,Q190: A solution has pH 9. How is it best classified?,Saltwater,Basic,Neutral,Acidic,Basic
4,Science,Earth Science,Intermediate,Q191: What causes seasons on Earth?,Earth's axial tilt,Earth's distance from the Sun,Moon phases,Solar eclipses,Earth's axial tilt
4,Science,Physics,Intermediate,Q192: An object of mass 17 kg accelerates at 12 m/s². What net force acts on it?,204 N,2448 N,221 N,187 N,204 N
4,Science,Biology,Intermediate,Q193: What is the main role of DNA in cells?,Making weather,Breaking down rocks,Storing genetic instructions,Producing light,Storing genetic instructions
4,Science,Chemistry,Intermediate,Q194: A solution has pH 13. How is it best classified?,Saltwater,Acidic,Neutral,Basic,Basic
4,Science,Earth Science,Intermediate,Q195: What causes seasons on Earth?,Earth's axial tilt,Earth's distance from the Sun,Moon phases,Solar eclipses,Earth's axial tilt
4,Science,Physics,Intermediate,Q196: An object of mass 21 kg accelerates at 4 m/s². What net force acts on it?,84 N,63 N,336 N,105 N,84 N
