Grade,Subject,Topic,Difficulty,Question,A,B,C,D,Correct Answer
K,Coding & Logic,Basics,Intermediate,Q33: How many iterations does this loop run? for(i=0; i<11; i+=3),5,3,4,6,4
K,Coding & Logic,Logic,Intermediate,Q34: What does AND mean in logic?,It repeats code,Both conditions must be true,Both are false,Either condition is true,Both conditions must be true
K,Coding & Logic,Loops,Intermediate,Q35: What does Big-O notation describe?,How runtime grows with input size,Number of comments,Exact runtime on any computer,Code length,How runtime grows with input size
K,Coding & Logic,Debugging,Intermediate,Q36: What is debugging?,Deleting variables,Writing only comments,Adding more features,Finding and fixing errors in a program,Finding and fixing errors in a program
K,Coding & Logic,Basics,Intermediate,"Q37: If x = -10, is the condition x > 10 true?",Depends,True,False,Undefined,False
K,Coding & Logic,Logic,Intermediate,Q38: How many iterations does this loop run? for(i=1; i<5; i+=2),3,4,1,2,2
K,Coding & Logic,Loops,Intermediate,Q39: What does AND mean in logic?,It repeats code,Both conditions must be true,Both are false,Either condition is true,Both conditions must be true
K,Coding & Logic,Debugging,Intermediate,Q40: What does Big-O notation describe?,How runtime grows with input size,Exact runtime on any computer,Number of comments,Code length,How runtime grows with input size
K,Coding & Logic,Basics,Intermediate,Q41: What is debugging?,Writing only comments,Adding more features,Deleting variables,Finding and fixing errors in a program,Finding and fixing errors in a program
K,Coding & Logic,Logic,Intermediate,"Q42: If x = 4, is the condition x > 10 true?",False,Undefined,True,Depends,False
K,Coding & Logic,Loops,Intermediate,Q43: How many iterations does this loop run? for(i=2; i<11; i+=1),11,9,10,8,9
K,Coding & Logic,Debugging,Intermediate,Q44: What does AND mean in logic?,Both are false,Either condition is true,It repeats code,Both conditions must be true,Both conditions must be true
K,Coding & Logic,Basics,Intermediate,Q45: What does Big-O notation describe?,Exact runtime on any computer,Code length,Number of comments,How runtime grows with input size,How runtime grows with input size
K,Coding & Logic,Logic,Intermediate,Q46: What is debugging?,Adding more features,Writing only comments,Deleting variables,Finding and fixing errors in a program,Finding and fixing errors in a program
K,Coding & Logic,Loops,Intermediate,"Q47: If x = -3, is the condition x > 10 true?",True,False,Depends,Undefined,False
K,Coding & Logic,Debugging,Intermediate,Q48: How many iterations does this loop run? for(i=3; i<17; i+=3),5,6,7,4,5
K,Coding & Logic,Basics,Intermediate,Q49: What does AND mean in logic?,It repeats code,Either condition is true,Both conditions must be true,Both are false,Both conditions must be true
K,Coding & Logic,Logic,Intermediate,Q50: What does Big-O notation describe?,Number of comments,How runtime grows with input size,Code length,Exact runtime on any computer,How runtime grows with input size
K,Coding & Logic,Loops,Intermediate,Q51: What is debugging?,Writing only comments,Finding and fixing errors in a program,Deleting variables,Adding more features,Finding and fixing errors in a program
K,Coding & Logic,Debugging,Intermediate,"Q52: If x = -10, is the condition x > 10 true?",Undefined,Depends,True,False,False
K,Coding & Logic,Basics,Intermediate,Q53: How many iterations does this loop run? for(i=0; i<7; i+=2),3,5,6,4,4
K,Coding & Logic,Logic,Intermediate,Q54: What does AND mean in logic?,Either condition is true,It repeats code,Both are false,Both conditions must be true,Both conditions must be true
K,Coding & Logic,Loops,Intermediate,Q55: What does Big-O notation describe?,Code length,Number of comments,Exact runtime on any computer,How runtime grows with input size,How runtime grows with input size
K,Coding & Logic,Debugging,Intermediate,Q56: What is debugging?,Adding more features,Writing only comments,Deleting variables,Finding and fixing errors in a program,Finding and fixing errors in a program
K,Coding & Logic,Basics,Intermediate,"Q57: If x = 4, is the condition x > 10 true?",Undefined,False,Depends,True,False
K,Coding & Logic,Logic,Intermediate,Q58: How many iterations does this loop run? for(i=1; i<13; i+=1),14,13,11,12,12
K,Coding & Logic,Loops,Intermediate,Q59: What does AND mean in logic?,Both conditions must be true,Both are false,Either condition is true,It repeats code,Both conditions must be true
K,Coding & Logic,Debugging,Intermediate,Q60: What does Big-O notation describe?,Number of comments,Code length,Exact runtime on any computer,How runtime grows with input size,How runtime grows with input size
K,Coding & Logic,Basics,Intermediate,Q61: What is debugging?,Adding more features,Deleting variables,Writing only comments,Finding and fixing errors in a program,Finding and fixing errors in a program
K,Coding & Logic,Logic,Intermediate,"Q62: If x = -3, is the condition x > 10 true?",False,Depends,Undefined,True,False
K,Coding & Logic,Loops,Intermediate,Q63: How many iterations does this loop run? for(i=2; i<7; i+=3),1,4,2,3,2
K,Coding & Logic,Debugging,Intermediate,Q64: What does AND mean in logic?,Either condition is true,Both are false,It repeats code,Both conditions must be true,Both conditions must be true
K,Coding & Logic,Basics,Intermediate,Q65: What does Big-O notation describe?,Code length,Number of comments,Exact runtime on any computer,How runtime grows with input size,How runtime grows with input size
K,Coding & Logic,Logic,Intermediate,Q66: What is debugging?,Adding more features,Deleting variables,Writing only comments,Finding and fixing errors in a program,Finding and fixing errors in a program
K,Coding & Logic,Loops,Intermediate,"Q67: If x = -10, is the condition x > 10 true?",False,Undefined,True,Depends,False
K,Coding & Logic,Debugging,Intermediate,Q68: How many iterations does this loop run? for(i=3; i<13; i+=2),6,7,4,5,5
K,Coding & Logic,Basics,Intermediate,Q69: What does AND mean in logic?,Either condition is true,Both are false,It repeats code,Both conditions must be true,Both conditions must be true
K,Coding & Logic,Logic,Intermediate,Q70: What does Big-O notation describe?,Code length,Number of comments,How runtime grows with input size,Exact runtime on any computer,How runtime grows with input size
K,Coding & Logic,Loops,Intermediate,Q71: What is debugging?,Writing only comments,Adding more features,Finding and fixing errors in a program,Deleting variables,Finding and fixing errors in a program
K,Coding & Logic,Debugging,Intermediate,"Q72: If x = 4, is the condition x > 10 true?",Undefined,True,Depends,False,False
K,Coding & Logic,Basics,Intermediate,Q73: How many iterations does this loop run? for(i=0; i<3; i+=1),4,3,5,2,3
K,Coding & Logic,Logic,Intermediate,Q74: What does AND mean in logic?,It repeats code,Both conditions must be true,Both are false,Either condition is true,Both conditions must be true
K,Coding & Logic,Loops,Intermediate,Q75: What does Big-O notation describe?,How runtime grows with input size,Exact runtime on any computer,Number of comments,Code length,How runtime grows with input size
K,Coding & Logic,Debugging,Intermediate,Q76: What is debugging?,Writing only comments,Adding more features,Deleting variables,Finding and fixing errors in a program,Finding and fixing errors in a program
K,Coding & Logic,Basics,Intermediate,"Q77: If x = -3, is the condition x > 10 true?",False,True,Depends,Undefined,False
K,Coding & Logic,Logic,Intermediate,Q78: How many iterations does this loop run? for(i=1; i<9; i+=3),5,3,2,4,3
K,Coding & Logic,Loops,Intermediate,Q79: What does AND mean in logic?,It repeats code,Both are false,Both conditions must be true,Either condition is true,Both conditions must be true
K,Coding & Logic,Debugging,Intermediate,Q80: What does Big-O notation describe?,Code length,Number of comments,Exact runtime on any computer,How runtime grows with input size,How runtime grows with input size
K,Coding & Logic,Basics,Intermediate,Q81: What is debugging?,Finding and fixing errors in a program,Deleting variables,Writing only comments,Adding more features,Finding and fixing errors in a program
K,Coding & Logic,Logic,Intermediate,"Q82: If x = -10, is the condition x > 10 true?",Depends,True,False,Undefined,False
K,Coding & Logic,Loops,Intermediate,Q83: How many iterations does this loop run? for(i=2; i<15; i+=2),8,9,6,7,7
K,Coding & Logic,Debugging,Intermediate,Q84: What does AND mean in logic?,Either condition is true,Both are false,It repeats code,Both conditions must be true,Both conditions must be true
K,Coding & Logic,Basics,Intermediate,Q85: What does Big-O notation describe?,Number of comments,Code length,How runtime grows with input size,Exact runtime on any computer,How runtime grows with input size
K,Coding & Logic,Logic,Intermediate,Q86: What is debugging?,Finding and fixing errors in a program,Writing only comments,Adding more features,Deleting variables,Finding and fixing errors in a program
K,Coding & Logic,Loops,Intermediate,"Q87: If x = 4, is the condition x > 10 true?",False,True,Depends,Undefined,False
K,Coding & Logic,Debugging,Intermediate,Q88: How many iterations does this loop run? for(i=3; i<9; i+=1),6,7,5,8,6
K,Coding & Logic,Basics,Intermediate,Q89: What does AND mean in logic?,Both are false,Either condition is true,Both conditions must be true,It repeats code,Both conditions must be true
K,Coding & Logic,Logic,Intermediate,Q90: What does Big-O notation describe?,Code length,How runtime grows with input size,Exact runtime on any computer,Number of comments,How runtime grows with input size
K,Coding & Logic,Loops,Intermediate,Q91: What is debugging?,Writing only comments,Deleting variables,Finding and fixing errors in a program,Adding more features,Finding and fixing errors in a program
K,Coding & Logic,Debugging,Intermediate,"Q92: If x = -3, is the condition x > 10 true?",Depends,True,Undefined,False,False
K,Coding & Logic,Basics,Intermediate,Q93: How many iterations does this loop run? for(i=0; i<11; i+=3),4,3,5,6,4
K,Coding & Logic,Logic,Intermediate,Q94: What does AND mean in logic?,It repeats code,Either condition is true,Both conditions must be true,Both are false,Both conditions must be true
K,Coding & Logic,Loops,Intermediate,Q95: What does Big-O notation describe?,Number of comments,Code length,How runtime grows with input size,Exact runtime on any computer,How runtime grows with input size
K,Coding & Logic,Debugging,Intermediate,Q96: What is debugging?,Adding more features,Writing only comments,Deleting variables,Finding and fixing errors in a program,Finding and fixing errors in a program
K,Coding & Logic,Basics,Intermediate,"Q97: If x = -10, is the condition x > 10 true?",False,Depends,Undefined,True,False
K,Coding & Logic,Logic,Intermediate,Q98: How many iterations does this loop run? for(i=1; i<5; i+=2),2,4,1,3,2
K,Coding & Logic,Loops,Intermediate,Q99: What does AND mean in logic?,Either condition is true,Both are false,It repeats code,Both conditions must be true,Both conditions must be true
K,Coding & Logic,Debugging,Intermediate,Q100: What does Big-O notation describe?,Code length,Exact runtime on any computer,How runtime grows with input size,Number of comments,How runtime grows with input size
K,Coding & Logic,Basics,Intermediate,Q101: What is debugging?,Adding more features,Writing only comments,Deleting variables,Finding and fixing errors in a program,Finding and fixing errors in a program
K,Coding & Logic,Logic,Intermediate,"Q102: If x = 4, is the condition x > 10 true?",Undefined,Depends,False,True,False
K,Coding & Logic,Loops,Intermediate,Q103: How many iterations does this loop run? for(i=2; i<11; i+=1),11,9,8,10,9
K,Coding & Logic,Debugging,Intermediate,Q104: What does AND mean in logic?,Either condition is true,Both are false,It repeats code,Both conditions must be true,Both conditions must be true
K,Coding & Logic,Basics,Intermediate,Q105: What does Big-O notation describe?,Number of comments,How runtime grows with input size,Code length,Exact runtime on any computer,How runtime grows with input size
K,Coding & Logic,Logic,Intermediate,Q106: What is debugging?,Deleting variables,Finding and fixing errors in a program,Adding more features,Writing only comments,Finding and fixing errors in a program
K,Coding & Logic,Loops,Intermediate,"Q107: If x = -3, is the condition x > 10 true?",False,True,Undefined,Depends,False
K,Coding & Logic,Debugging,Intermediate,Q108: How many iterations does this loop run? for(i=3; i<17; i+=3),5,6,7,4,5
K,Coding & Logic,Basics,Intermediate,Q109: What does AND mean in logic?,Both are false,It repeats code,Either condition is true,Both conditions must be true,Both conditions must be true
K,Coding & Logic,Logic,Intermediate,Q110: What does Big-O notation describe?,Exact runtime on any computer,Number of comments,How runtime grows with input size,Code length,How runtime grows with input size
K,Coding & Logic,Loops,Intermediate,Q111: What is debugging?,Finding and fixing errors in a program,Writing only comments,Adding more features,Deleting variables,Finding and fixing errors in a program
K,Coding & Logic,Debugging,Intermediate,"Q112: If x = -10, is the condition x > 10 true?",Undefined,Depends,True,False,False
K,Coding & Logic,Basics,Intermediate,Q113: How many iterations does this loop run? for(i=0; i<7; i+=2),5,6,3,4,4
K,Coding & Logic,Logic,Intermediate,Q114: What does AND mean in logic?,Either condition is true,It repeats code,Both are false,Both conditions must be true,Both conditions must be true
K,Coding & Logic,Loops,Intermediate,Q115: What does Big-O notation describe?,Number of comments,Exact runtime on any computer,How runtime grows with input size,Code length,How runtime grows with input size
K,Coding & Logic,Debugging,Intermediate,Q116: What is debugging?,Writing only comments,Finding and fixing errors in a program,Adding more features,Deleting variables,Finding and fixing errors in a program
K,Coding & Logic,Basics,Intermediate,"Q117: If x = 4, is the condition x > 10 true?",Depends,Undefined,True,False,False
K,Coding & Logic,Logic,Intermediate,Q118: How many iterations does this loop run? for(i=1; i<13; i+=1),12,13,11,14,12
K,Coding & Logic,Loops,Intermediate,Q119: What does AND mean in logic?,It repeats code,Either condition is true,Both are false,Both conditions must be true,Both conditions must be true
K,Coding & Logic,Debugging,Intermediate,Q120: What does Big-O notation describe?,Code length,Exact runtime on any computer,Number of comments,How runtime grows with input size,How runtime grows with input size
K,Coding & Logic,Basics,Intermediate,Q121: What is debugging?,Writing only comments,Deleting variables,Finding and fixing errors in a program,Adding more features,Finding and fixing errors in a program
K,Coding & Logic,Logic,Intermediate,"Q122: If x = -3, is the condition x > 10 true?",False,True,Undefined,Depends,False
K,Coding & Logic,Loops,Intermediate,Q123: How many iterations does this loop run? for(i=2; i<7; i+=3),3,4,1,2,2
K,Coding & Logic,Debugging,Intermediate,Q124: What does AND mean in logic?,Both are false,Either condition is true,It repeats code,Both conditions must be true,Both conditions must be true
K,Coding & Logic,Basics,Intermediate,Q125: What does Big-O notation describe?,Code length,How runtime grows with input size,Exact runtime on any computer,Number of comments,How runtime grows with input size
K,Coding & Logic,Logic,Intermediate,Q126: What is debugging?,Writing only comments,Finding and fixing errors in a program,Deleting variables,Adding more features,Finding and fixing errors in a program
K,Coding & Logic,Loops,Intermediate,"Q127: If x = -10, is the condition x > 10 true?",False,Depends,True,Undefined,False
K,Coding & Logic,Debugging,Intermediate,Q128: How many iterations does this loop run? for(i=3; i<13; i+=2),4,5,7,6,5
K,Coding & Logic,Basics,Intermediate,Q129: What does AND mean in logic?,It repeats code,Either condition is true,Both conditions must be true,Both are false,Both conditions must be true
K,Coding & Logic,Logic,Intermediate,Q130: What does Big-O notation describe?,How runtime grows with input size,Number of comments,Exact runtime on any computer,Code length,How runtime grows with input size
K,Coding & Logic,Loops,Intermediate,Q131: What is debugging?,Adding more features,Deleting variables,Writing only comments,Finding and fixing errors in a program,Finding and fixing errors in a program
K,Coding & Logic,Debugging,Intermediate,"Q132: If x = 4, is the condition x > 10 true?",False,Undefined,Depends,True,False
K,Coding & Logic,Basics,Intermediate,Q133: How many iterations does this loop run? for(i=0; i<3; i+=1),5,4,3,2,3
K,Coding & Logic,Logic,Intermediate,Q134: What does AND mean in logic?,Both conditions must be true,Either condition is true,It repeats code,Both are false,Both conditions must be true
K,Coding & Logic,Loops,Intermediate,Q135: What does Big-O notation describe?,Code length,Exact runtime on any computer,Number of comments,How runtime grows with input size,How runtime grows with input size
K,Coding & Logic,Debugging,Intermediate,Q136: What is debugging?,Writing only comments,Finding and fixing errors in a program,Deleting variables,Adding more features,Finding and fixing errors in a program
K,Coding & Logic,Basics,Intermediate,"Q137: If x = -3, is the condition x > 10 true?",Depends,False,Undefined,True,False
K,Coding & Logic,Logic,Intermediate,Q138: How many iterations does this loop run? for(i=1; i<9; i+=3),4,3,5,2,3
K,Coding & Logic,Loops,Intermediate,Q139: What does AND mean in logic?,Either condition is true,Both are false,It repeats code,Both conditions must be true,Both conditions must be true
K,Coding & Logic,Debugging,Intermediate,Q140: What does Big-O notation describe?,Code length,How runtime grows with input size,Number of comments,Exact runtime on any computer,How runtime grows with input size
K,Coding & Logic,Basics,Intermediate,Q141: What is debugging?,Deleting variables,Adding more features,Finding and fixing errors in a program,Writing only comments,Finding and fixing errors in a program
K,Coding & Logic,Logic,Intermediate,"Q142: If x = -10, is the condition x > 10 true?",True,Depends,False,Undefined,False
K,Coding & Logic,Loops,Intermediate,Q143: How many iterations does this loop run? for(i=2; i<15; i+=2),7,6,9,8,7
K,Coding & Logic,Debugging,Intermediate,Q144: What does AND mean in logic?,It repeats code,Both conditions must be true,Either condition is true,Both are false,Both conditions must be true
K,Coding & Logic,Basics,Intermediate,Q145: What does Big-O notation describe?,Exact runtime on any computer,Code length,Number of comments,How runtime grows with input size,How runtime grows with input size
K,Coding & Logic,Logic,Intermediate,Q146: What is debugging?,Writing only comments,Finding and fixing errors in a program,Deleting variables,Adding more features,Finding and fixing errors in a program
K,Coding & Logic,Loops,Intermediate,"Q147: If x = 4, is the condition x > 10 true?",True,False,Depends,Undefined,False
K,Coding & Logic,Debugging,Intermediate,Q148: How many iterations does this loop run? for(i=3; i<9; i+=1),7,6,8,5,6
K,Coding & Logic,Basics,Intermediate,Q149: What does AND mean in logic?,Both are false,Both conditions must be true,Either condition is true,It repeats code,Both conditions must be true
K,Coding & Logic,Logic,Intermediate,Q150: What does Big-O notation describe?,Exact runtime on any computer,Code length,How runtime grows with input size,Number of comments,How runtime grows with input size
K,Coding & Logic,Loops,Intermediate,Q151: What is debugging?,Writing only comments,Adding more features,Finding and fixing errors in a program,Deleting variables,Finding and fixing errors in a program
K,Coding & Logic,Debugging,Intermediate,"Q152: If x = -3, is the condition x > 10 true?",Depends,False,True,Undefined,False
K,Coding & Logic,Basics,Intermediate,Q153: How many iterations does this loop run? for(i=0; i<11; i+=3),4,6,3,5,4
K,Coding & Logic,Logic,Intermediate,Q154: What does AND mean in logic?,Both are false,Both conditions must be true,Either condition is true,It repeats code,Both conditions must be true
K,Coding & Logic,Loops,Intermediate,Q155: What does Big-O notation describe?,Number of comments,Code length,How runtime grows with input size,Exact runtime on any computer,How runtime grows with input size
K,Coding & Logic,Debugging,Intermediate,Q156: What is debugging?,Adding more features,Writing only comments,Deleting variables,Finding and fixing errors in a program,Finding and fixing errors in a program
K,Coding & Logic,Basics,Intermediate,"Q157: If x = -10, is the condition x > 10 true?",True,Undefined,False,Depends,False
K,Coding & Logic,Logic,Intermediate,Q158: How many iterations does this loop run? for(i=1; i<5; i+=2),1,2,3,4,2
K,Coding & Logic,Loops,Intermediate,Q159: What does AND mean in logic?,It repeats code,Either condition is true,Both conditions must be true,Both are false,Both conditions must be true
K,Coding & Logic,Debugging,Intermediate,Q160: What does Big-O notation describe?,Exact runtime on any computer,Code length,Number of comments,How runtime grows with input size,How runtime grows with input size
K,Coding & Logic,Basics,Intermediate,Q161: What is debugging?,Adding more features,Writing only comments,Deleting variables,Finding and fixing errors in a program,Finding and fixing errors in a program
K,Coding & Logic,Logic,Intermediate,"Q162: If x = 4, is the condition x > 10 true?",Depends,True,Undefined,False,False
K,Coding & Logic,Loops,Intermediate,Q163: How many iterations does this loop run? for(i=2; i<11; i+=1),9,11,8,10,9
K,Coding & Logic,Debugging,Intermediate,Q164: What does AND mean in logic?,Either condition is true,It repeats code,Both conditions must be true,Both are false,Both conditions must be true
K,Coding & Logic,Basics,Intermediate,Q165: What does Big-O notation describe?,How runtime grows with input size,Code length,Number of comments,Exact runtime on any computer,How runtime grows with input size
K,Coding & Logic,Logic,Intermediate,Q166: What is debugging?,Writing only comments,Finding and fixing errors in a program,Adding more features,Deleting variables,Finding and fixing errors in a program
K,Coding & Logic,Loops,Intermediate,"Q167: If x = -3, is the condition x > 10 true?",Depends,Undefined,True,False,False
K,Coding & Logic,Debugging,Intermediate,Q168: How many iterations does this loop run? for(i=3; i<17; i+=3),5,7,4,6,5
K,Coding & Logic,Basics,Intermediate,Q169: What does AND mean in logic?,It repeats code,Both conditions must be true,Both are false,Either condition is true,Both conditions must be true
K,Coding & Logic,Logic,Intermediate,Q170: What does Big-O notation describe?,Exact runtime on any computer,Code length,Number of comments,How runtime grows with input size,How runtime grows with input size
K,Coding & Logic,Loops,Intermediate,Q171: What is debugging?,Deleting variables,Adding more features,Writing only comments,Finding and fixing errors in a program,Finding and fixing errors in a program
K,Coding & Logic,Debugging,Intermediate,"Q172: If x = -10, is the condition x > 10 true?",True,False,Undefined,Depends,False
K,Coding & Logic,Basics,Intermediate,Q173: How many iterations does this loop run? for(i=0; i<7; i+=2),4,6,5,3,4
K,Coding & Logic,Logic,Intermediate,Q174: What does AND mean in logic?,Both are false,Either condition is true,It repeats code,Both conditions must be true,Both conditions must be true
K,Coding & Logic,Loops,Intermediate,Q175: What does Big-O notation describe?,How runtime grows with input size,Exact runtime on any computer,Number of comments,Code length,How runtime grows with input size
K,Coding & Logic,Debugging,Intermediate,Q176: What is debugging?,Deleting variables,Writing only comments,Adding more features,Finding and fixing errors in a program,Finding and fixing errors in a program
K,Coding & Logic,Basics,Intermediate,"Q177: If x = 4, is the condition x > 10 true?",False,Depends,Undefined,True,False
K,Coding & Logic,Logic,Intermediate,Q178: How many iterations does this loop run? for(i=1; i<13; i+=1),12,13,14,11,12
K,Coding & Logic,Loops,Intermediate,Q179: What does AND mean in logic?,Either condition is true,Both are false,Both conditions must be true,It repeats code,Both conditions must be true
K,Coding & Logic,Debugging,Intermediate,Q180: What does Big-O notation describe?,Number of comments,How runtime grows with input size,Code length,Exact runtime on any computer,How runtime grows with input size
K,Coding & Logic,Basics,Intermediate,Q181: What is debugging?,Writing only comments,Deleting variables,Finding and fixing errors in a program,Adding more features,Finding and fixing errors in a program
K,Coding & Logic,Logic,Intermediate,"Q182: If x = -3, is the condition x > 10 true?",Depends,Undefined,True,False,False
K,Coding & Logic,Loops,Intermediate,Q183: How many iterations does this loop run? for(i=2; i<7; i+=3),3,4,1,2,2
K,Coding & Logic,Debugging,Intermediate,Q184: What does AND mean in logic?,It repeats code,Both conditions must be true,Either condition is true,Both are false,Both conditions must be true
K,Coding & Logic,Basics,Intermediate,Q185: What does Big-O notation describe?,Number of comments,Code length,How runtime grows with input size,Exact runtime on any computer,How runtime grows with input size
K,Coding & Logic,Logic,Intermediate,Q186: What is debugging?,Deleting variables,Adding more features,Finding and fixing errors in a program,Writing only comments,Finding and fixing errors in a program
K,Coding & Logic,Loops,Intermediate,"Q187: If x = -10, is the condition x > 10 true?",Undefined,Depends,True,False,False
K,Coding & Logic,Debugging,Intermediate,Q188: How many iterations does this loop run? for(i=3; i<13; i+=2),5,7,6,4,5
K,Coding & Logic,Basics,Intermediate,Q189: What does AND mean in logic?,It repeats code,Both conditions must be true,Both are false,Either condition is true,Both conditions must be true
K,Coding & Logic,Logic,Intermediate,Q190: What does Big-O notation describe?,Exact runtime on any computer,Code length,How runtime grows with input size,Number of comments,How runtime grows with input size
K,Coding & Logic,Loops,Intermediate,Q191: What is debugging?,Writing only comments,Finding and fixing errors in a program,Adding more features,Deleting variables,Finding and fixing errors in a program
K,Coding & Logic,Debugging,Intermediate,"Q192: If x = 4, is the condition x > 10 true?",Depends,False,True,Undefined,False
K,Coding & Logic,Basics,Intermediate,Q193: How many iterations does this loop run? for(i=0; i<3; i+=1),3,4,2,5,3
K,Coding & Logic,Logic,Intermediate,Q194: What does AND mean in logic?,Both are false,Either condition is true,Both conditions must be true,It repeats code,Both conditions must be true
K,Coding & Logic,Loops,Intermediate,Q195: What does Big-O notation describe?,How runtime grows with input size,Code length,Exact runtime on any computer,Number of comments,How runtime grows with input size
K,Coding & Logic,Debugging,Intermediate,Q196: What is debugging?,Writing only comments,Finding and fixing errors in a program,Adding more features,Deleting variables,Finding and fixing errors in a program
K,Coding & Logic,Basics,Intermediate,"Q197: If x = -3, is the condition x > 10 true?",True,Depends,Undefined,False,False
K,Coding & Logic,Logic,Intermediate,Q198: How many iterations does this loop run? for(i=1; i<9; i+=3),5,2,3,4,3
K,Coding & Logic,Loops,Intermediate,Q199: What does AND mean in logic?,Both are false,Either condition is true,It repeats code,Both conditions must be true,Both conditions must be true
K,Coding & Logic,Debugging,Intermediate,Q200: What does Big-O notation describe?,Code length,How runtime grows with input size,Exact runtime on any computer,Number of comments,How runtime grows with input size
K,Coding & Logic,Basics,Intermediate,Q201: What is debugging?,Deleting variables,Finding and fixing errors in a program,Writing only comments,Adding more features,Finding and fixing errors in a program
K,Coding & Logic,Logic,Intermediate,"Q202: If x = -10, is the condition x > 10 true?",Depends,True,False,Undefined,False
